evidence_id,title,source_types,best_source,url,doi,pmid,pmcid,pub_date,journal_or_site,aliases_matched,match_locations,best_match_context,confidence,evidence_bucket,needs_manual_review,queries_used
EVID-00378,A Short-Term Trial of Tacrolimus Ointment for Atopic Dermatitis,['OpenAlex'],OpenAlex,https://doi.org/10.1056/nejm199709183371203,10.1056/nejm199709183371203,,,1997-09-18,"{""id"": ""doi:10.1056/nejm199709183371203"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1056/nejm199709183371203"", ""pdf_url"": ""https://www.nejm.org/doi/pdf/10.1056/NEJM199709183371203?articleTools=true"", ""source"": {""id"": ""https://openalex.org/S62468778"", ""display_name"": ""New England Journal of Medicine"", ""issn_l"": ""0028-4793"", ""issn"": [""0028-4793"", ""1533-4406""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320239"", ""host_organization_name"": ""Massachusetts Medical Society"", ""host_organization_lineage"": [""https://openalex.org/P4310320239""], ""host_organization_lineage_names"": [""Massachusetts Medical Society""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""New England Journal of Medicine"", ""raw_type"": ""journal-article""}",['Atopic Dermatitis'],['title'],A Short-Term Trial of Tacrolimus Ointment for Atopic Dermatitis https://doi.org/10.1056/nejm199709183371203,95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00660,A comparison study of artificial intelligence-driven no-code applications for drug discovery and development,['OpenAlex'],OpenAlex,https://doi.org/10.15587/2519-4852.2024.318920,10.15587/2519-4852.2024.318920,,,2024-12-30,"{""id"": ""doi:10.15587/2519-4852.2024.318920"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.15587/2519-4852.2024.318920"", ""pdf_url"": ""https://journals.uran.ua/sr_pharm/article/download/318920/310327"", ""source"": {""id"": ""https://openalex.org/S4210190673"", ""display_name"": ""ScienceRise Pharmaceutical Science"", ""issn_l"": ""2519-4844"", ""issn"": [""2519-4844"", ""2519-4852""], ""is_oa"": true, ""is_in_doaj"": false, ""is_core"": false, ""host_organization"": ""https://openalex.org/P4310320860"", ""host_organization_name"": ""Kharkiv State Academy of Physical Culture"", ""host_organization_lineage"": [""https://openalex.org/P4310320860""], ""host_organization_lineage_names"": [""Kharkiv State Academy of Physical Culture""], ""type"": ""journal""}, ""license"": ""cc-by"", ""license_id"": ""https://openalex.org/licenses/cc-by"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""ScienceRise: Pharmaceutical Science"", ""raw_type"": ""journal-article""}",['4'],['title'],A comparison study of artificial intelligence-driven no-code applications for drug discovery and development https://doi.org/10.15587/2519-4852.2024.318920,95,confirmed direct evidence,False,"['""4"" ""BenevolentAI""']"
EVID-00559,A mixture of prebiotic oligosaccharides reduces the incidence of atopic dermatitis during the first six months of age,['OpenAlex'],OpenAlex,https://doi.org/10.1136/adc.2006.098251,10.1136/adc.2006.098251,,,2006-07-28,"{""id"": ""doi:10.1136/adc.2006.098251"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1136/adc.2006.098251"", ""pdf_url"": ""https://adc.bmj.com/content/archdischild/91/10/814.full.pdf"", ""source"": {""id"": ""https://openalex.org/S207294652"", ""display_name"": ""Archives of Disease in Childhood"", ""issn_l"": ""0003-9888"", ""issn"": [""0003-9888"", ""1468-2044""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310319945"", ""host_organization_name"": ""BMJ"", ""host_organization_lineage"": [""https://openalex.org/P4310319945""], ""host_organization_lineage_names"": [""BMJ""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Archives of Disease in Childhood"", ""raw_type"": ""journal-article""}",['Atopic Dermatitis'],['title'],A mixture of prebiotic oligosaccharides reduces the incidence of atopic dermatitis during the first six months of age https://doi.org/10.1136/adc.2006.098251,95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00090,A real-world disproportionality analysis of dupilumab safety in children aged 0-5 years with atopic dermatitis.,['PubMed' 'Europe PMC'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42257983/,10.1007/s00210-026-05546-9,42257983,,2026-Jun-08,Naunyn-Schmiedeberg's archives of pharmacology,['Atopic Dermatitis' 'Eczema' '4'],['title' 'abstract'],A real-world disproportionality analysis of dupilumab safety in children aged 0-5 years with atopic dermatitis.,95,confirmed direct evidence,False,"['""Eczema"" ""atopic dermatitis""']"
EVID-00132,Abrocitinib Achieves Early and Complete/Near-Complete Skin Clearance Plus Itch-Free State in Atopic Dermatitis: Phase 3 Pooled Post Hoc Analysis.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42365219/,10.1007/s13555-026-01833-8,42365219,,2026-Jun-27,Dermatology and therapy,['Atopic Dermatitis' 'Placebo' 'Eczema' '4'],['title' 'abstract'],Abrocitinib Achieves Early and Complete/Near-Complete Skin Clearance Plus Itch-Free State in Atopic Dermatitis: Phase 3 Pooled Post Hoc Analysis.,95,confirmed direct evidence,False,"['""4"" ""atopic dermatitis""']"
EVID-00399,Abrocitinib versus Placebo or Dupilumab for Atopic Dermatitis,['OpenAlex'],OpenAlex,https://doi.org/10.1056/nejmoa2019380,10.1056/nejmoa2019380,,,2021-03-24,"{""id"": ""doi:10.1056/nejmoa2019380"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1056/nejmoa2019380"", ""pdf_url"": ""https://www.nejm.org/doi/pdf/10.1056/NEJMoa2019380?articleTools=true"", ""source"": {""id"": ""https://openalex.org/S62468778"", ""display_name"": ""New England Journal of Medicine"", ""issn_l"": ""0028-4793"", ""issn"": [""0028-4793"", ""1533-4406""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320239"", ""host_organization_name"": ""Massachusetts Medical Society"", ""host_organization_lineage"": [""https://openalex.org/P4310320239""], ""host_organization_lineage_names"": [""Massachusetts Medical Society""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""New England Journal of Medicine"", ""raw_type"": ""journal-article""}",['Atopic Dermatitis' 'Placebo'],['title'],Abrocitinib versus Placebo or Dupilumab for Atopic Dermatitis https://doi.org/10.1056/nejmoa2019380,95,confirmed direct evidence,False,"['""4"" ""atopic dermatitis""' '""Placebo"" ""atopic dermatitis""']"
EVID-00704,Absolute Eczema Area and Severity Index Responses with Lebrikizumab in Patients with Moderate-to-severe Atopic Dermatitis: A Secondary Analysis of Two Phase 3 Trials.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42163822/,10.2340/actadv.v106.adv-2025-0160,42163822,PMC13191219,2026-May-21,Acta dermato-venereologica,['Atopic Dermatitis' 'Eczema' 'Placebo' '4'],['title' 'abstract'],Absolute Eczema Area and Severity Index Responses with Lebrikizumab in Patients with Moderate-to-severe Atopic Dermatitis: A Secondary Analysis of Two Phase 3 Trials.,95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00131,Achieving Canadian Treat-to-Target Criteria in Moderate-to-Severe Atopic Dermatitis: A Retrospective Analysis of Outcomes from Real-World Canadian Practice.,['PubMed' 'Europe PMC'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42322533/,10.1007/s13555-026-01822-x,42322533,,2026-Jun-20,Dermatology and therapy,['Atopic Dermatitis' '4'],['title' 'abstract'],Achieving Canadian Treat-to-Target Criteria in Moderate-to-Severe Atopic Dermatitis: A Retrospective Analysis of Outcomes from Real-World Canadian Practice.,95,confirmed direct evidence,False,"['""Eczema"" ""atopic dermatitis""']"
EVID-00863,"Adjunctive Use of VGH4 for Moderate-to-Severe Atopic Dermatitis: A Randomized, Double-Blind, Placebo-Controlled Crossover Pilot Trial.",['PubMed' 'Europe PMC'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42073486/,10.3390/life16040680,42073486,PMC13117100,2026-Apr-16,"Life (Basel, Switzerland)",['Atopic Dermatitis' 'Placebo' '4'],['title' 'abstract'],"Adjunctive Use of VGH4 for Moderate-to-Severe Atopic Dermatitis: A Randomized, Double-Blind, Placebo-Controlled Crossover Pilot Trial.",95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00594,Advanced Systemic Therapies for Pediatric Atopic Dermatitis and Skin of Color: A Review and Strategies for Improving Trialist Involvement.,['PubMed' 'Europe PMC'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42332892/,10.1177/12034754261458398,42332892,,2026-Jun-22,Journal of cutaneous medicine and surgery,['Atopic Dermatitis' '4'],['title' 'abstract'],Advanced Systemic Therapies for Pediatric Atopic Dermatitis and Skin of Color: A Review and Strategies for Improving Trialist Involvement.,95,confirmed direct evidence,False,"['""4"" ""atopic dermatitis""' '""Eczema"" ""atopic dermatitis""']"
EVID-00339,Amyotrophic lateral sclerosis: a neurodegenerative disorder poised for successful therapeutic translation,['OpenAlex'],OpenAlex,https://doi.org/10.1038/s41573-022-00612-2,10.1038/s41573-022-00612-2,,,2022-12-21,"{""id"": ""doi:10.1038/s41573-022-00612-2"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1038/s41573-022-00612-2"", ""pdf_url"": ""https://www.nature.com/articles/s41573-022-00612-2.pdf"", ""source"": {""id"": ""https://openalex.org/S186543748"", ""display_name"": ""Nature Reviews Drug Discovery"", ""issn_l"": ""1474-1776"", ""issn"": [""1474-1776"", ""1474-1784""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310319908"", ""host_organization_name"": ""Nature Portfolio"", ""host_organization_lineage"": [""https://openalex.org/P4310319908"", ""https://openalex.org/P4310319965""], ""host_organization_lineage_names"": [""Nature Portfolio"", ""Springer Nature""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Nature Reviews Drug Discovery"", ""raw_type"": ""journal-article""}",['4'],['title'],Amyotrophic lateral sclerosis: a neurodegenerative disorder poised for successful therapeutic translation https://doi.org/10.1038/s41573-022-00612-2,95,confirmed direct evidence,False,"['""4"" ""BenevolentAI""' '""Placebo"" ""BenevolentAI""']"
EVID-00778,An online program focusing on modifiable lifestyle and environmental interventions was associated with improved pediatric eczema symptoms: results from a retrospective observational study.,['PubMed' 'Europe PMC'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42290922/,10.3389/falgy.2026.1759379,42290922,PMC13260383,2026,Frontiers in allergy,['Eczema' 'Atopic Dermatitis' '4'],['title' 'abstract'],An online program focusing on modifiable lifestyle and environmental interventions was associated with improved pediatric eczema symptoms: results from a retrospective observational study.,95,confirmed direct evidence,False,"['""Eczema"" ""atopic dermatitis""' '""Eczema""']"
EVID-00615,Anti-IL-4Rα antibody SHR-1819 for moderate-to-severe atopic dermatitis: a randomized phase 2 study.,['PubMed' 'Europe PMC'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42210243/,10.1186/s12916-026-04952-3,42210243,,2026-May-28,BMC medicine,['Atopic Dermatitis' '4' 'Placebo' 'Eczema'],['title' 'abstract'],Anti-IL-4Rα antibody SHR-1819 for moderate-to-severe atopic dermatitis: a randomized phase 2 study.,95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00394,Anti–Interleukin-31 Receptor A Antibody for Atopic Dermatitis,['OpenAlex'],OpenAlex,https://doi.org/10.1056/nejmoa1606490,10.1056/nejmoa1606490,,,2017-03-01,"{""id"": ""doi:10.1056/nejmoa1606490"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1056/nejmoa1606490"", ""pdf_url"": ""https://www.nejm.org/doi/pdf/10.1056/NEJMoa1606490?articleTools=true"", ""source"": {""id"": ""https://openalex.org/S62468778"", ""display_name"": ""New England Journal of Medicine"", ""issn_l"": ""0028-4793"", ""issn"": [""0028-4793"", ""1533-4406""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320239"", ""host_organization_name"": ""Massachusetts Medical Society"", ""host_organization_lineage"": [""https://openalex.org/P4310320239""], ""host_organization_lineage_names"": [""Massachusetts Medical Society""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""New England Journal of Medicine"", ""raw_type"": ""journal-article""}",['Atopic Dermatitis' '4'],['title'],Anti-Interleukin-31 Receptor A Antibody for Atopic Dermatitis https://doi.org/10.1056/nejmoa1606490,95,confirmed direct evidence,False,"['""4"" ""atopic dermatitis""' '""Placebo"" ""atopic dermatitis""']"
EVID-00213,Application of moisturizer to neonates prevents development of atopic dermatitis,['OpenAlex'],OpenAlex,https://doi.org/10.1016/j.jaci.2014.07.060,10.1016/j.jaci.2014.07.060,,,2014-10-01,"{""id"": ""doi:10.1016/j.jaci.2014.07.060"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1016/j.jaci.2014.07.060"", ""pdf_url"": ""http://www.jacionline.org/article/S0091674914011609/pdf"", ""source"": {""id"": ""https://openalex.org/S108525051"", ""display_name"": ""Journal of Allergy and Clinical Immunology"", ""issn_l"": ""0091-6749"", ""issn"": [""0091-6749"", ""1085-8725"", ""1097-6825""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320990"", ""host_organization_name"": ""Elsevier BV"", ""host_organization_lineage"": [""https://openalex.org/P4310320990""], ""host_organization_lineage_names"": [""Elsevier BV""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Journal of Allergy and Clinical Immunology"", ""raw_type"": ""journal-article""}",['Atopic Dermatitis' '4'],['title'],Application of moisturizer to neonates prevents development of atopic dermatitis https://doi.org/10.1016/j.jaci.2014.07.060,95,confirmed direct evidence,False,"['""4"" ""atopic dermatitis""' '""Eczema"" ""atopic dermatitis""']"
EVID-00597,Assessment and Clinical Management of Patients With Atopic Dermatitis Undergoing Patch Testing: Recommendations From an International Electronic Delphi Consensus.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42374848/,10.1177/17103568261457273,42374848,,2026-Jun-30,"Dermatitis : contact, atopic, occupational, drug",['Atopic Dermatitis' '4'],['title' 'abstract'],Assessment and Clinical Management of Patients With Atopic Dermatitis Undergoing Patch Testing: Recommendations From an International Electronic Delphi Consensus.,95,confirmed direct evidence,False,"['""4"" ""atopic dermatitis""']"
EVID-00796,Association between Staphylococcus aureus colonization and clinical improvement in pediatric atopic dermatitis treated with dupilumab: a pilot study.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42232978/,10.3389/fmed.2026.1836967,42232978,PMC13223164,2026,Frontiers in medicine,['Atopic Dermatitis' 'Eczema' '4'],['title' 'abstract'],Association between Staphylococcus aureus colonization and clinical improvement in pediatric atopic dermatitis treated with dupilumab: a pilot study.,95,confirmed direct evidence,False,"['""Eczema"" ""atopic dermatitis""']"
EVID-00914,Atopic Dermatitis,['OpenAlex'],OpenAlex,https://doi.org/10.5021/ad.2010.22.2.125,10.5021/ad.2010.22.2.125,,,2010-01-01,"{""id"": ""doi:10.5021/ad.2010.22.2.125"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.5021/ad.2010.22.2.125"", ""pdf_url"": ""http://anndermatol.org/Synapse/Data/PDFData/0140AD/ad-22-125.pdf"", ""source"": {""id"": ""https://openalex.org/S182931825"", ""display_name"": ""Annals of Dermatology"", ""issn_l"": ""1013-9087"", ""issn"": [""1013-9087"", ""2005-3894""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4324001547"", ""host_organization_name"": ""Korean Dermatological Association"", ""host_organization_lineage"": [""https://openalex.org/P4324001547""], ""host_organization_lineage_names"": [""Korean Dermatological Association""], ""type"": ""journal""}, ""license"": ""cc-by-nc"", ""license_id"": ""https://openalex.org/licenses/cc-by-nc"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Annals of Dermatology"", ""raw_type"": ""journal-article""}",['Atopic Dermatitis'],['title'],Atopic Dermatitis https://doi.org/10.5021/ad.2010.22.2.125,95,confirmed direct evidence,False,"['""4"" ""atopic dermatitis""' '""Eczema"" ""atopic dermatitis""']"
